GivenName,Surname,Gender,Age,Kilograms,Centimeters,BloodType,StateFull
Isabella,Cardoso,female,24,75.4,175,O+,Maranhão
Vitor,Oliveira,male,58,87.2,181,O+,Rio de Janeiro
Aline,Pinto,female,61,53.7,162,A+,Mato Grosso do Sul
Camila,Santos,female,71,62.0,155,B+,Rio Grande do Sul
Leonor,Rodrigues,female,84,69.5,166,B+,Mato Grosso do Sul
Breno,Costa,male,39,82.5,169,O+,Goiás
Camila,Rodrigues,female,56,102.0,165,O+,Mato Grosso do Sul
Thaís,Castro,female,50,89.3,160,O+,São Paulo
Laura,Rodrigues,female,71,77.3,171,A+,Ceará
Victor,Dias,male,64,84.3,168,A+,Minas Gerais
Matheus,Martins,male,22,99.8,183,O-,Paraná
Vitor,Barros,male,21,100.5,182,A+,Amazonas
Vitoria,Cunha,female,64,84.0,158,O+,Rio Grande do Sul
Mariana,Souza,female,27,71.4,171,A+,Bahia
Carla,Rocha,female,68,89.8,165,A+,Goiás
Bianca,Pinto,female,42,100.6,156,A+,Alagoas
Julia,Azevedo,female,37,100.0,159,O+,São Paulo
Beatriz,Silva,female,66,88.9,166,B+,São Paulo
Enzo,Cunha,male,72,96.7,176,O+,Rio Grande do Sul
Emilly,Pereira,female,55,99.7,164,A+,São Paulo
Luis,Fernandes,male,62,97.0,176,AB+,Rio Grande do Sul
Victor,Castro,male,32,97.6,179,B-,Bahia
Victor,Azevedo,male,20,64.2,163,B+,São Paulo
Alex,Pinto,male,79,76.3,174,O+,São Paulo
Júlio,Rodrigues,male,33,106.6,169,O+,São Paulo
Isabela,Cavalcanti,female,67,102.0,159,B+,São Paulo
Vitória,Costa,female,69,86.9,156,A+,Pernambuco
Leonardo,Rocha,male,64,64.3,184,AB+,Minas Gerais
Vitor,Lima,male,28,65.7,186,A+,São Paulo
Douglas,Souza,male,81,92.2,182,B+,Mato Grosso
Estevan,Rodrigues,male,32,95.9,173,A+,São Paulo
Gabrielle,Ferreira,female,52,101.1,162,O+,São Paulo
Gabrielle,Castro,female,25,60.3,169,B+,Minas Gerais
Isabelle,Pinto,female,73,85.1,168,B+,São Paulo
Lavinia,Pinto,female,23,77.9,164,O+,Minas Gerais
Caio,Pereira,male,43,111.4,174,B+,São Paulo
Lara,Gomes,female,33,49.0,158,O+,Distrito Federal
Eduardo,Alves,male,24,76.5,189,O+,Rio Grande do Sul
Vitor,Melo,male,31,108.3,187,O+,São Paulo
Rodrigo,Rocha,male,47,103.6,180,B+,São Paulo
Marcos,Carvalho,male,35,76.5,185,A+,Santa Catarina
Amanda,Ferreira,female,21,87.4,174,O+,Paraná
Nicolash,Ribeiro,male,79,88.1,162,A+,Ceará
Thiago,Araujo,male,22,90.2,172,A+,Paraná
Otávio,Azevedo,male,80,80.7,176,A+,Minas Gerais
Julian,Pereira,male,25,82.7,190,O+,São Paulo
Carla,Dias,female,48,91.2,169,O+,São Paulo
Mariana,Oliveira,female,71,82.9,164,A+,Bahia
Amanda,Barbosa,female,82,61.1,164,A+,Minas Gerais
Julieta,Melo,female,53,61.7,160,B+,São Paulo
Julian,Cunha,male,77,89.1,184,O+,Rio de Janeiro
Vinícius,Rodrigues,male,23,90.1,173,O+,Rio Grande do Sul
Lucas,Barbosa,male,78,100.9,162,O+,Bahia
Douglas,Martins,male,60,66.8,175,A+,Paraná
Larissa,Araujo,female,26,48.5,173,O+,Pernambuco
Julian,Silva,male,44,112.6,178,O+,São Paulo
Livia,Goncalves,female,85,66.1,166,O+,Goiás
Carla,Rodrigues,female,50,93.5,160,A+,Rio de Janeiro
Luana,Carvalho,female,25,52.3,157,B+,São Paulo
Lara,Cavalcanti,female,41,54.9,171,O+,São Paulo
Vitór,Gomes,male,48,91.7,175,B+,Bahia
Alex,Correia,male,67,92.4,167,O+,Santa Catarina
Clara,Carvalho,female,36,82.6,169,AB+,Mato Grosso do Sul
Livia,Azevedo,female,75,56.7,154,A+,São Paulo
Otávio,Ribeiro,male,55,77.1,167,O+,Santa Catarina
Leonardo,Castro,male,54,111.7,176,O+,Minas Gerais
Ana,Barros,female,71,55.9,165,A+,Goiás
Lavinia,Alves,female,53,86.2,167,O+,Minas Gerais
Letícia,Rocha,female,83,81.0,156,O+,São Paulo
Renan,Oliveira,male,75,96.8,173,O+,Espírito Santo
Manuela,Costa,female,27,72.0,168,O+,Pará
Breno,Costa,male,34,93.0,179,O+,São Paulo
Alex,Rocha,male,35,62.0,171,AB+,São Paulo
Letícia,Silva,female,55,67.5,158,B+,São Paulo
Leila,Cardoso,female,41,87.1,155,AB+,São Paulo
Clara,Goncalves,female,32,71.7,159,A+,Paraná
Carlos,Azevedo,male,62,103.8,174,A+,Rio de Janeiro
Tânia,Rodrigues,female,71,99.8,166,O+,São Paulo
André,Santos,male,68,99.6,183,A+,São Paulo
Vitória,Goncalves,female,72,63.0,154,O+,Pernambuco
Melissa,Silva,female,39,90.9,161,B+,São Paulo
Kaua,Santos,male,61,81.2,174,AB+,Rio de Janeiro
Kauan,Goncalves,male,59,91.6,184,O-,São Paulo
Julieta,Pereira,female,77,54.8,157,AB+,Bahia
Giovanna,Ribeiro,female,31,69.1,163,O+,Minas Gerais
Evelyn,Cardoso,female,48,62.2,170,O+,Minas Gerais
Diogo,Sousa,male,66,87.3,175,O+,Espírito Santo
Emilly,Cunha,female,34,95.7,167,O-,Pernambuco
Sarah,Dias,female,79,60.0,165,A+,São Paulo
Kai,Pereira,male,51,106.1,179,AB+,São Paulo
Fernanda,Dias,female,41,89.7,154,B+,Pernambuco
Fábio,Pereira,male,46,82.7,172,A+,Goiás
Amanda,Castro,female,73,73.6,168,A-,Distrito Federal
Bruno,Gomes,male,74,85.8,183,B-,Espírito Santo
Daniel,Cunha,male,32,86.1,190,O+,São Paulo
Erick,Pereira,male,52,103.1,168,A+,Goiás
Guilherme,Araujo,male,38,108.3,188,O+,São Paulo
Pedro,Pereira,male,82,85.6,166,A+,Ceará
Vitória,Oliveira,female,79,63.9,168,O-,Goiás
Enzo,Goncalves,male,21,86.1,176,B+,Bahia
Carla,Cunha,female,31,83.4,164,O+,Distrito Federal
Luan,Sousa,male,64,103.5,186,O+,Rio de Janeiro
Leonor,Martins,female,70,89.6,162,O+,Mato Grosso do Sul
Júlia,Rodrigues,female,78,88.1,168,B+,São Paulo
Leonor,Fernandes,female,62,88.4,165,O+,Roraima
Eduardo,Alves,male,22,90.5,175,B+,Goiás
Luís,Ferreira,male,77,78.7,169,O+,Rio de Janeiro
Carla,Azevedo,female,81,66.1,165,B+,Pernambuco
Anna,Gomes,female,23,85.2,171,B+,São Paulo
Manuela,Ribeiro,female,27,78.3,162,B+,São Paulo
Matilde,Oliveira,female,28,95.1,164,A+,São Paulo
Brenda,Melo,female,21,57.2,164,B+,Mato Grosso
Gustavo,Oliveira,male,52,113.7,175,O+,Paraná
Sofia,Lima,female,78,66.3,159,A+,Paraná
Cauã,Rodrigues,male,38,102.2,184,O+,Minas Gerais
André,Ferreira,male,59,91.3,176,A+,Rio Grande do Sul
Carolina,Dias,female,77,79.2,158,B+,Tocantins
Nicole,Pereira,female,44,99.1,157,A+,Rio de Janeiro
Sophia,Santos,female,42,50.3,154,A+,Minas Gerais
André,Barros,male,46,73.4,176,A+,São Paulo
Livia,Azevedo,female,74,63.8,166,A+,Ceará
Douglas,Silva,male,70,108.3,165,B+,São Paulo
Fábio,Pereira,male,67,100.9,182,O+,Rio de Janeiro
Ágatha,Cardoso,female,55,57.6,173,O+,Pernambuco
Douglas,Ferreira,male,45,74.2,167,O+,Minas Gerais
Samuel,Rocha,male,46,84.2,188,B+,São Paulo
Sophia,Silva,female,82,74.4,158,O+,São Paulo
Evelyn,Lima,female,77,103.3,168,A-,Goiás
Gabrielle,Cardoso,female,63,92.2,162,O+,Paraná
Raissa,Azevedo,female,81,72.9,161,A+,São Paulo
Luiz,Lima,male,63,106.2,183,O+,São Paulo
Julieta,Castro,female,31,70.6,158,O+,Goiás
Estevan,Cardoso,male,21,67.4,168,A+,Espírito Santo
Gabriel,Oliveira,male,76,91.2,169,O+,Santa Catarina
Alice,Cavalcanti,female,68,101.0,159,A+,Amazonas
Bruno,Carvalho,male,79,99.3,167,B+,São Paulo
Matilde,Correia,female,44,70.4,159,A+,Espírito Santo
Laura,Fernandes,female,63,61.7,162,O+,Minas Gerais
Leila,Gomes,female,40,95.8,172,A+,Rio Grande do Sul
Sofia,Pereira,female,84,83.6,161,B+,Espírito Santo
Gabriela,Silva,female,22,81.7,157,B+,São Paulo
Larissa,Cardoso,female,25,92.2,154,O-,São Paulo
Clara,Oliveira,female,61,82.0,154,A+,Paraíba
Breno,Martins,male,56,78.9,170,A+,Pará
Yasmin,Santos,female,58,52.5,165,A+,São Paulo
Erick,Castro,male,37,93.6,172,B+,Mato Grosso
João,Goncalves,male,28,72.8,178,O+,Distrito Federal
André,Rocha,male,22,83.4,178,B+,Minas Gerais
Luiz,Santos,male,21,71.7,188,B+,Minas Gerais
Camila,Barros,female,28,85.0,161,A+,Rio de Janeiro
João,Cavalcanti,male,81,71.7,168,A+,Bahia
Lucas,Gomes,male,38,87.3,185,B+,Goiás
Mariana,Santos,female,64,78.6,160,O+,Paraná
Gustavo,Ribeiro,male,55,110.6,171,O+,Pará
Sarah,Azevedo,female,28,51.6,168,O+,Minas Gerais
Bianca,Ferreira,female,58,101.5,170,O+,São Paulo
Julieta,Alves,female,81,59.8,151,O-,Goiás
Tomás,Barbosa,male,27,68.2,179,O+,Rio de Janeiro
Alex,Alves,male,42,79.2,182,A+,Santa Catarina
Tânia,Silva,female,40,104.2,157,O+,Rio de Janeiro
Anna,Pereira,female,51,100.8,159,B+,Bahia
Samuel,Barbosa,male,67,66.6,169,B+,Piauí
Leonardo,Dias,male,49,85.9,188,A+,São Paulo
Enzo,Cardoso,male,70,78.5,185,O+,Minas Gerais
Giovanna,Lima,female,39,49.1,158,A+,São Paulo
Beatrice,Alves,female,82,70.9,160,A-,São Paulo
Giovanna,Ribeiro,female,42,98.3,163,A+,São Paulo
Renan,Carvalho,male,32,73.4,188,B+,São Paulo
Vitoria,Melo,female,72,64.0,154,O+,Paraná
Luan,Barros,male,54,70.4,170,O-,Santa Catarina
Rafaela,Pinto,female,21,60.8,174,B+,Minas Gerais
Yasmin,Santos,female,54,90.8,155,O+,Minas Gerais
Luís,Melo,male,54,106.6,166,O-,Minas Gerais
Marisa,Cavalcanti,female,55,74.2,163,A+,Paraná
Diogo,Barros,male,78,73.4,164,O+,São Paulo
Felipe,Ferreira,male,23,96.3,169,O+,Goiás
Luis,Fernandes,male,85,101.8,177,O+,Rio de Janeiro
Leonor,Rocha,female,67,88.9,156,O-,São Paulo
Gabrielly,Rodrigues,female,22,86.8,168,B+,Distrito Federal
Amanda,Sousa,female,27,53.6,156,O+,São Paulo
Arthur,Rodrigues,male,26,80.2,187,O+,Espírito Santo
Luana,Cavalcanti,female,60,75.5,162,A+,São Paulo
Kaua,Goncalves,male,76,102.6,176,AB+,Mato Grosso do Sul
Martim,Souza,male,47,114.3,187,O+,Distrito Federal
Letícia,Carvalho,female,21,70.4,167,B+,Santa Catarina
Luis,Almeida,male,48,82.9,169,O+,São Paulo
Luiz,Almeida,male,53,64.7,186,B+,Bahia
Julieta,Barros,female,61,54.9,164,A+,Distrito Federal
Giovana,Barros,female,45,50.2,162,A+,São Paulo
Rodrigo,Martins,male,27,65.7,183,A+,Minas Gerais
Mariana,Almeida,female,23,65.8,165,O+,Paraná
Bruna,Costa,female,65,85.8,156,A+,Paraná
Matilde,Cardoso,female,70,89.1,151,O+,Goiás
Bruna,Rocha,female,49,62.1,169,O+,Alagoas
Lavinia,Dias,female,24,79.9,165,A+,São Paulo
Matheus,Goncalves,male,49,101.2,181,B+,Paraná
Caio,Martins,male,68,109.2,169,A+,Goiás
Gabriela,Lima,female,72,86.5,159,A+,Rio de Janeiro
Ryan,Rodrigues,male,36,79.5,172,B+,Rio de Janeiro
Rodrigo,Araujo,male,58,107.7,168,AB+,Santa Catarina
Rafaela,Rocha,female,29,76.7,174,O+,Santa Catarina
Luiz,Fernandes,male,29,110.0,180,O+,Goiás
Giovana,Dias,female,22,48.1,159,O+,Goiás
Felipe,Martins,male,59,70.4,184,O+,São Paulo
Nicole,Correia,female,25,79.7,173,O+,São Paulo
Vitória,Gomes,female,30,87.4,170,O+,Minas Gerais
Lara,Correia,female,31,74.4,171,A-,Goiás
Kauê,Araujo,male,21,87.6,172,A+,Santa Catarina
Alex,Melo,male,63,104.9,175,O+,Rio de Janeiro
Martim,Silva,male,76,87.1,174,O+,Rio de Janeiro
Caio,Ferreira,male,40,92.8,173,A+,São Paulo
Isabella,Alves,female,34,52.8,164,B+,Pernambuco
Gabriela,Silva,female,26,65.2,163,A+,Tocantins
Bruno,Pinto,male,60,97.6,183,O+,Rio Grande do Sul
Tiago,Santos,male,65,91.0,185,O+,Distrito Federal
Alice,Fernandes,female,31,72.3,158,B+,Goiás
André,Barros,male,30,69.7,183,A+,São Paulo
Luís,Dias,male,72,79.9,174,B+,São Paulo
Gustavo,Barbosa,male,36,106.9,176,O+,São Paulo
Luis,Barros,male,41,68.5,178,O+,Santa Catarina
Rafael,Pinto,male,70,66.4,174,A-,Rio Grande do Sul
Samuel,Ribeiro,male,23,71.0,177,B+,Minas Gerais
Beatriz,Pinto,female,61,56.0,157,B+,Distrito Federal
Eduarda,Ferreira,female,36,103.7,162,AB-,Pará
Luan,Araujo,male,64,82.5,179,B+,Pernambuco
Evelyn,Ferreira,female,74,79.1,164,B+,São Paulo
Luis,Martins,male,81,99.5,182,A+,Rio de Janeiro
Júlio,Correia,male,57,111.7,166,AB+,Goiás
Evelyn,Melo,female,31,78.3,162,A+,Minas Gerais
Kai,Silva,male,65,102.1,180,A+,São Paulo
Carlos,Silva,male,55,72.8,181,B+,Minas Gerais
Ágatha,Ribeiro,female,27,84.4,172,B+,Paraná
Amanda,Gomes,female,77,76.8,170,A+,Amazonas
Otávio,Rocha,male,51,105.2,166,B+,Paraíba
Larissa,Pereira,female,29,81.8,170,A+,Paraíba
Gabrielly,Araujo,female,26,64.0,162,O+,Santa Catarina
Nicole,Pinto,female,26,87.0,163,A+,Santa Catarina
Emilly,Barbosa,female,19,52.4,152,O+,São Paulo
Melissa,Azevedo,female,44,99.8,154,A+,Alagoas
Murilo,Fernandes,male,70,80.7,169,O+,Rio de Janeiro
Luan,Rocha,male,48,103.1,177,A-,São Paulo
Bianca,Ferreira,female,66,98.2,161,O+,Rio Grande do Sul
Diogo,Ribeiro,male,84,66.1,179,O+,Bahia
Estevan,Cunha,male,34,75.8,173,O+,São Paulo
Amanda,Silva,female,71,63.5,167,B+,Rio de Janeiro
Alex,Almeida,male,70,62.3,165,B+,Minas Gerais
Vitoria,Correia,female,72,78.1,152,O+,Pernambuco
Julian,Cavalcanti,male,35,73.6,169,A+,Minas Gerais
Danilo,Correia,male,66,64.3,181,O+,São Paulo
Clara,Ferreira,female,23,90.6,164,O+,Pará
Bruno,Fernandes,male,58,81.1,177,O-,São Paulo
Paulo,Pinto,male,81,72.6,164,O+,Rondônia
Isabella,Araujo,female,53,56.1,165,A+,São Paulo
Julia,Dias,female,37,83.3,162,B+,São Paulo
Lucas,Rodrigues,male,75,73.7,184,O-,Mato Grosso
Beatrice,Barbosa,female,61,55.2,165,B-,Santa Catarina
Rebeca,Melo,female,22,65.8,155,A-,São Paulo
Clara,Ferreira,female,56,98.2,172,O+,Rio Grande do Sul
Gabrielly,Souza,female,81,93.7,159,B+,São Paulo
Joao,Goncalves,male,34,77.2,170,B+,São Paulo
Marcos,Gomes,male,77,92.1,181,AB+,São Paulo
Camila,Santos,female,43,82.3,172,A+,São Paulo
Camila,Lima,female,23,80.7,175,O+,Alagoas
Gabriel,Sousa,male,73,100.4,171,O+,São Paulo
Maria,Cunha,female,47,74.7,165,A+,Goiás
Marisa,Goncalves,female,69,85.6,151,B+,Santa Catarina
Letícia,Carvalho,female,53,102.7,171,A+,Rio de Janeiro
Alice,Almeida,female,59,54.8,156,O+,São Paulo
Guilherme,Carvalho,male,24,66.4,172,O+,Rondônia
Vitória,Barros,female,20,48.0,174,O+,Minas Gerais
Pedro,Ferreira,male,54,90.7,176,A+,Ceará
Carolina,Almeida,female,26,87.2,171,A+,São Paulo
Alex,Cunha,male,38,106.7,188,O+,São Paulo
Sarah,Lima,female,77,56.4,163,O+,São Paulo
Kauê,Correia,male,24,102.3,169,B+,Espírito Santo
Marina,Barros,female,41,99.1,167,O+,São Paulo
Douglas,Correia,male,37,108.0,175,B+,Rio de Janeiro
Luis,Martins,male,44,95.0,173,B+,Paraná
Fernanda,Barbosa,female,20,75.9,172,A+,São Paulo
Rafael,Pinto,male,29,72.6,175,O+,Amazonas
Anna,Dias,female,61,61.2,161,B+,Goiás
Vitór,Carvalho,male,37,104.0,183,O+,Ceará
Kaua,Sousa,male,23,97.1,168,AB+,Pernambuco
Leonor,Castro,female,45,100.7,171,B+,Bahia
Guilherme,Araujo,male,48,108.7,188,O-,Pernambuco
Carolina,Pereira,female,63,56.8,156,A+,Rio Grande do Norte
Kaua,Silva,male,55,78.7,174,A+,Rio de Janeiro
Sophia,Souza,female,39,64.8,164,O+,Minas Gerais
Rafaela,Azevedo,female,85,70.5,164,B+,Paraná
Luiz,Ribeiro,male,80,77.3,170,A+,Pernambuco
Davi,Melo,male,48,68.7,179,O+,São Paulo
Arthur,Sousa,male,61,106.0,166,O+,Minas Gerais
Erick,Azevedo,male,80,62.6,179,O+,São Paulo
Felipe,Oliveira,male,72,105.0,177,O+,Rio de Janeiro
Gabrielly,Santos,female,51,92.2,158,O+,Paraná
Leila,Almeida,female,27,76.3,171,B+,Rio Grande do Norte
Vitór,Martins,male,19,88.7,167,A+,Bahia
Larissa,Gomes,female,40,98.4,175,O-,Bahia
Luis,Rodrigues,male,66,85.3,167,O+,Espírito Santo
Renan,Rodrigues,male,25,70.6,176,O+,São Paulo
Ágatha,Barbosa,female,85,92.7,162,O+,Bahia
Caio,Santos,male,38,95.5,178,A+,Rio Grande do Sul
Rafael,Ferreira,male,50,110.0,172,A+,São Paulo
Otávio,Barros,male,52,102.9,188,O+,Rio Grande do Sul
Aline,Pereira,female,25,94.9,169,A+,São Paulo
Paulo,Barbosa,male,76,72.7,180,A+,Rio de Janeiro
Davi,Ribeiro,male,58,86.4,169,O+,Rio Grande do Sul
Paulo,Ferreira,male,75,76.5,175,B+,Amazonas
Vitor,Barros,male,34,87.4,171,B+,Pernambuco
Giovana,Cunha,female,37,56.9,154,B+,Rio Grande do Sul
Antônio,Gomes,male,65,95.8,184,B+,Pernambuco
Vinicius,Fernandes,male,55,83.9,180,A-,São Paulo
Danilo,Santos,male,37,114.9,181,B+,São Paulo
Clara,Cardoso,female,43,92.4,158,B-,São Paulo
Rodrigo,Pereira,male,51,68.3,186,O+,Paraná
Martim,Costa,male,64,77.5,181,B+,Rio de Janeiro
Kauã,Ferreira,male,19,94.3,171,AB+,Santa Catarina
Vinicius,Carvalho,male,67,68.2,176,A+,Distrito Federal
Isabelle,Barros,female,75,74.3,159,O+,Rio de Janeiro
Danilo,Martins,male,56,76.8,185,A-,São Paulo
Gabriel,Correia,male,76,60.6,182,A+,Tocantins
Tomás,Almeida,male,60,86.6,174,O+,Paraná
Julian,Melo,male,38,110.3,188,B+,São Paulo
Nicolash,Costa,male,52,113.2,182,B+,Rio Grande do Sul
Giovana,Souza,female,21,61.5,168,O+,Rio Grande do Sul
Larissa,Alves,female,41,76.6,158,B+,Santa Catarina
Julieta,Gomes,female,81,86.3,157,A+,Rio de Janeiro
Otávio,Rocha,male,55,106.1,171,O+,Mato Grosso
Gabriel,Alves,male,29,102.1,175,O+,Rio de Janeiro
Carla,Melo,female,81,87.2,150,B+,Bahia
Clara,Ferreira,female,55,101.5,163,A+,Espírito Santo
Kauã,Martins,male,27,88.1,185,O+,Piauí
Estevan,Correia,male,70,95.6,166,B+,São Paulo
Marcos,Rodrigues,male,70,106.0,180,AB+,Pernambuco
Marcos,Rodrigues,male,64,108.4,182,O+,Minas Gerais
Vitor,Fernandes,male,57,96.7,170,A-,São Paulo
Diego,Azevedo,male,19,84.2,172,O+,Pará
Gustavo,Souza,male,67,68.9,184,B+,São Paulo
Bruno,Cavalcanti,male,29,110.5,186,A-,Rio de Janeiro
Danilo,Melo,male,85,76.6,179,A+,São Paulo
Vitór,Oliveira,male,82,91.4,167,AB+,Bahia
Livia,Dias,female,60,88.9,165,A+,Bahia
Diego,Goncalves,male,28,72.8,185,O+,São Paulo
Anna,Alves,female,60,59.1,161,O+,São Paulo
Larissa,Melo,female,53,97.0,170,A+,Santa Catarina
Camila,Martins,female,40,57.1,170,B+,Minas Gerais
Clara,Alves,female,69,77.7,153,A+,Espírito Santo
Martim,Souza,male,64,73.3,178,O+,Alagoas
Rafaela,Lima,female,39,51.4,164,A+,São Paulo
Diego,Ferreira,male,59,82.8,167,O+,Ceará
João,Cavalcanti,male,58,100.7,173,O+,São Paulo
Fábio,Costa,male,78,66.3,184,A+,Minas Gerais
Luis,Azevedo,male,71,70.3,179,A+,São Paulo
Letícia,Pinto,female,30,77.3,155,A+,São Paulo
Brenda,Rocha,female,29,59.6,160,A+,Minas Gerais
Raissa,Almeida,female,84,52.2,159,B+,Pará
Rafaela,Cardoso,female,36,52.3,174,A+,São Paulo
Rafael,Sousa,male,35,81.1,178,O-,Ceará
Kai,Alves,male,51,103.2,177,B+,Bahia
Fernanda,Pereira,female,80,64.8,168,A+,Mato Grosso do Sul
Laura,Costa,female,84,92.8,168,A+,Rondônia
Thaís,Araujo,female,45,68.5,155,A+,Minas Gerais
Carla,Araujo,female,62,102.9,154,O+,Espírito Santo
Igor,Pereira,male,59,88.1,167,B+,Pernambuco
Sophia,Martins,female,55,71.6,159,O+,Minas Gerais
Tânia,Silva,female,23,87.9,166,O+,Rio de Janeiro
Rafael,Dias,male,53,112.4,188,A+,Minas Gerais
Emilly,Costa,female,65,89.9,170,AB+,Espírito Santo
Lavinia,Araujo,female,54,86.6,172,O+,Mato Grosso
Amanda,Correia,female,33,71.4,157,A+,Espírito Santo
Joao,Goncalves,male,34,84.8,185,O+,Ceará
Igor,Oliveira,male,32,83.2,179,B+,São Paulo
Fernanda,Silva,female,49,51.3,156,O+,Minas Gerais
Felipe,Fernandes,male,41,66.5,186,O+,Bahia
Estevan,Souza,male,57,105.1,185,A+,Amazonas
Letícia,Santos,female,23,59.1,161,AB+,São Paulo
Diego,Carvalho,male,49,105.2,175,O+,São Paulo
Bruna,Gomes,female,61,71.1,166,A+,São Paulo
Laura,Rocha,female,30,57.3,155,AB+,Minas Gerais
Victor,Costa,male,64,62.7,185,A+,Pernambuco
Gabriela,Gomes,female,84,87.8,167,O+,Rio Grande do Sul
Paulo,Pinto,male,49,100.4,183,O+,Minas Gerais
Emily,Martins,female,52,103.0,171,B+,Rio de Janeiro
Isabella,Sousa,female,48,66.3,170,B+,São Paulo
André,Martins,male,80,82.8,179,B+,Rio Grande do Sul
Gabriela,Alves,female,26,59.7,168,O+,Rio de Janeiro
Kai,Rocha,male,33,93.0,178,B+,Piauí
Brenda,Cunha,female,25,47.0,154,O+,São Paulo
Douglas,Ribeiro,male,27,68.1,172,O+,São Paulo
Sofia,Araujo,female,58,77.1,173,B+,Pará
Tiago,Correia,male,63,93.7,184,A+,Mato Grosso
Antônio,Castro,male,34,85.1,187,O-,Bahia
Alex,Barbosa,male,20,58.4,186,A+,Bahia
Tiago,Cardoso,male,65,92.5,184,A+,São Paulo
Marisa,Silva,female,63,63.5,161,B+,Espírito Santo
Julieta,Martins,female,56,101.7,161,B+,São Paulo
Raissa,Araujo,female,52,61.3,164,O+,Minas Gerais
Maria,Rodrigues,female,57,99.3,152,O+,Minas Gerais
Fernanda,Cavalcanti,female,72,85.3,161,B+,Rio de Janeiro
Nicole,Dias,female,40,76.3,167,O+,Tocantins
Larissa,Pereira,female,63,60.6,167,AB-,Rio de Janeiro
Gabriela,Lima,female,72,67.9,168,O-,Paraná
André,Silva,male,68,94.5,182,O+,São Paulo
Julieta,Ferreira,female,32,96.6,164,O+,Santa Catarina
Kauê,Barbosa,male,38,111.3,173,O-,Santa Catarina
Alice,Gomes,female,55,79.6,167,A+,Paraná
Sophia,Barros,female,59,62.3,152,AB+,São Paulo
Vitoria,Melo,female,79,96.4,165,B+,São Paulo
Sarah,Pereira,female,33,75.2,160,A+,Espírito Santo
Rebeca,Lima,female,43,66.9,154,B+,São Paulo
Erick,Rocha,male,51,64.7,172,B+,São Paulo
Isabelle,Goncalves,female,71,52.8,169,AB+,São Paulo
Anna,Martins,female,58,52.3,166,A+,Goiás
Vinícius,Correia,male,83,77.8,179,B+,Pernambuco
Enzo,Costa,male,62,99.0,180,O+,Minas Gerais
Giovanna,Martins,female,30,84.8,173,B+,Rio de Janeiro
Kauê,Carvalho,male,70,79.3,178,O+,Paraíba
Gabrielle,Santos,female,80,102.6,170,A+,Santa Catarina
Carolina,Santos,female,49,85.4,154,A+,Minas Gerais
Gabrielle,Pereira,female,66,50.5,165,O+,Rio de Janeiro
Rafaela,Santos,female,37,58.6,175,O+,Rio de Janeiro
Kai,Cunha,male,58,101.2,176,O+,Rio de Janeiro
Renan,Correia,male,36,105.3,169,B+,Goiás
Rebeca,Sousa,female,52,98.7,161,O+,São Paulo
Thiago,Gomes,male,46,101.1,180,A+,São Paulo
Matheus,Costa,male,58,106.8,167,O+,Santa Catarina
Marcos,Gomes,male,27,77.1,172,B+,Bahia
Vitória,Araujo,female,19,68.2,169,A+,Santa Catarina
Vitoria,Correia,female,42,51.2,164,A+,Amazonas
Tânia,Souza,female,49,98.0,159,O+,São Paulo
Vitória,Silva,female,54,55.2,154,O+,Mato Grosso
Manuela,Cardoso,female,77,92.9,152,O+,São Paulo
Evelyn,Oliveira,female,53,72.1,168,A+,São Paulo
Kaua,Pinto,male,25,80.3,168,A+,São Paulo
Samuel,Araujo,male,79,76.9,183,O+,Espírito Santo
Sofia,Pinto,female,80,102.1,162,B+,Ceará
Julia,Almeida,female,69,70.2,162,A+,Rio de Janeiro
Mariana,Ferreira,female,32,60.6,171,A+,Rio de Janeiro
Samuel,Almeida,male,23,98.6,187,O+,Rio Grande do Sul
Rafaela,Barbosa,female,65,87.5,159,B+,Rio Grande do Sul
Rafaela,Dias,female,42,60.8,168,B+,Tocantins
Giovana,Costa,female,50,103.5,156,A+,São Paulo
Kai,Cavalcanti,male,56,79.0,170,B+,Rio de Janeiro
Ana,Oliveira,female,47,54.4,153,O+,São Paulo
Livia,Costa,female,44,101.9,155,O+,Distrito Federal
Breno,Fernandes,male,36,100.0,179,A+,Paraná
Luiza,Sousa,female,38,52.1,175,O+,Mato Grosso
Luiz,Cardoso,male,21,106.4,181,O+,Minas Gerais
Lara,Silva,female,63,64.2,165,A+,São Paulo
Emilly,Silva,female,65,96.4,167,O+,Ceará
Nicolash,Costa,male,33,81.0,172,B+,Rio Grande do Sul
Vinicius,Fernandes,male,35,99.4,182,O+,Minas Gerais
Lavinia,Pinto,female,76,105.9,165,O+,São Paulo
Nicolash,Pereira,male,54,83.8,186,O+,São Paulo
Thiago,Carvalho,male,82,76.0,172,A+,São Paulo
Gabrielly,Dias,female,23,83.7,160,A+,Paraná
Mateus,Rocha,male,29,96.9,178,B+,Espírito Santo
Diogo,Gomes,male,76,73.3,178,O-,Paraná
Douglas,Barros,male,74,73.4,164,B+,Goiás
Leila,Araujo,female,50,58.0,174,A+,São Paulo
Renan,Alves,male,58,113.0,176,O+,São Paulo
Sofia,Sousa,female,80,92.7,151,B+,Pará
Tânia,Souza,female,51,61.2,158,A+,Goiás
Yasmin,Rodrigues,female,50,90.6,155,AB+,Alagoas
Brenda,Barros,female,29,81.3,171,A+,Goiás
